Id,MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,BsmtFin SF 1,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,remodeled,post_recession_sale,HasAlley,has_brick_face,has_basement,has_attached_garage,has_decent_garage,has_nice_fence,newer,pre_war,two_story,planned_development,split,floating_village,low_density_residential,gravel_street,on_hill,in_culdesac,good_hood,bad_hood,near_artery_or_feeder,has_hip_roof,nice_exterior,has_poured_concrete_foundation,poor_functionality,has_fireplace,has_paved_drive,has_porch_or_deck,log_overall_cond,log_lot_area,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
985.0,85.0,7669.0,5.0,6.0,1992.0,1993.0,718.0,828.0,1.0,883.0,0.0,0.0,883.0,1.0,1.0,2.0,2.0,5.0,1.0,698.0,100.0,32.0,149000.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1,1,1.791759469228055,8.94494150776486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
975.0,20.0,9858.0,5.0,6.0,1968.0,1968.0,510.0,864.0,1.0,874.0,0.0,0.0,874.0,1.0,1.0,3.0,2.0,5.0,0.0,288.0,33.0,0.0,130000.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1.791759469228055,9.196038587265322,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202.0,70.0,10300.0,7.0,6.0,1945.0,1950.0,0.0,576.0,1.0,902.0,808.0,0.0,1710.0,0.0,2.0,3.0,2.0,9.0,0.0,480.0,12.0,11.0,140000.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,1,1.791759469228055,9.239899174217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528.0,20.0,8125.0,8.0,5.0,2008.0,2009.0,0.0,1836.0,1.0,1836.0,0.0,0.0,1836.0,0.0,2.0,3.0,3.0,8.0,1.0,517.0,0.0,175.0,264500.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.002701007197938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2579.0,20.0,14850.0,5.0,5.0,1957.0,1957.0,895.0,1092.0,1.0,1092.0,0.0,0.0,1092.0,1.0,1.0,2.0,2.0,6.0,1.0,299.0,268.0,0.0,141000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1.6094379124341003,9.605755144230846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1841.0,120.0,4274.0,7.0,5.0,2006.0,2007.0,1106.0,1241.0,1.0,1241.0,0.0,0.0,1241.0,1.0,1.0,1.0,3.0,4.0,0.0,569.0,0.0,116.0,199900.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,8.360305435879093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591.0,20.0,9650.0,6.0,5.0,1977.0,1977.0,686.0,1350.0,1.0,1334.0,0.0,0.0,1334.0,0.0,2.0,2.0,2.0,6.0,1.0,630.0,0.0,16.0,167900.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1.6094379124341003,9.174713194333032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1897.0,20.0,14585.0,6.0,6.0,1960.0,1987.0,594.0,1144.0,1.0,1429.0,0.0,0.0,1429.0,0.0,1.0,3.0,3.0,7.0,2.0,572.0,216.0,110.0,181900.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1.791759469228055,9.587748882301822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70.0,20.0,9000.0,8.0,5.0,2008.0,2008.0,1078.0,1566.0,1.0,1566.0,0.0,0.0,1566.0,1.0,2.0,3.0,3.0,7.0,0.0,750.0,144.0,168.0,262500.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,9.104979856318357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
590.0,60.0,13774.0,7.0,7.0,1977.0,1992.0,432.0,908.0,1.0,1316.0,972.0,0.0,2288.0,0.0,1.0,4.0,3.0,8.0,2.0,520.0,321.0,72.0,230000.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,1,1,1.9459101490553132,9.530538036104643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1172.0,120.0,5119.0,9.0,5.0,1999.0,2000.0,1238.0,1698.0,1.0,1709.0,0.0,0.0,1709.0,1.0,2.0,2.0,3.0,5.0,1.0,506.0,97.0,65.0,328900.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,8.540714386457584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1714.0,20.0,9254.0,8.0,5.0,2005.0,2005.0,119.0,1721.0,1.0,1721.0,0.0,0.0,1721.0,1.0,2.0,3.0,3.0,7.0,0.0,554.0,168.0,27.0,232698.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,9.132811169466946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
829.0,20.0,10324.0,8.0,5.0,2008.0,2008.0,872.0,1254.0,1.0,1254.0,0.0,0.0,1254.0,1.0,2.0,2.0,3.0,5.0,0.0,810.0,168.0,92.0,221800.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,9.242226560838505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397.0,50.0,8375.0,5.0,7.0,1945.0,1973.0,336.0,576.0,1.0,864.0,486.0,0.0,1350.0,1.0,1.0,2.0,3.0,6.0,0.0,627.0,0.0,0.0,152400.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.9459101490553132,9.033006356693267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
877.0,20.0,9750.0,7.0,5.0,2000.0,2001.0,0.0,1630.0,1.0,1630.0,0.0,0.0,1630.0,0.0,2.0,3.0,3.0,6.0,1.0,451.0,74.0,234.0,213000.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.185022563991893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477.0,60.0,7632.0,7.0,5.0,2005.0,2005.0,0.0,784.0,1.0,831.0,754.0,0.0,1585.0,0.0,2.0,3.0,3.0,7.0,0.0,449.0,100.0,77.0,184900.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,8.940105213128122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2871.0,190.0,15750.0,5.0,5.0,1953.0,1953.0,841.0,1165.0,1.0,1336.0,0.0,0.0,1336.0,1.0,1.0,2.0,2.0,5.0,2.0,375.0,0.0,0.0,157000.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,0,1.6094379124341003,9.66459564425378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489.0,20.0,9240.0,5.0,6.0,1962.0,2002.0,612.0,864.0,1.0,1211.0,0.0,0.0,1211.0,0.0,1.0,2.0,2.0,6.0,1.0,576.0,161.0,0.0,144000.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1.791759469228055,9.131297164635729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1655.0,20.0,10400.0,6.0,5.0,1979.0,1999.0,903.0,1259.0,1.0,1353.0,0.0,0.0,1353.0,1.0,2.0,2.0,2.0,5.0,1.0,478.0,240.0,141.0,192350.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1.6094379124341003,9.249561085129464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1891.0,20.0,8800.0,7.0,6.0,1966.0,1966.0,654.0,1174.0,1.0,1200.0,0.0,0.0,1200.0,0.0,2.0,3.0,2.0,6.0,1.0,440.0,0.0,0.0,163500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,0,1.791759469228055,9.082507000466299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1419.0,60.0,11839.0,7.0,5.0,1990.0,1990.0,1085.0,1475.0,1.0,1532.0,797.0,0.0,2329.0,1.0,2.0,4.0,3.0,10.0,1.0,514.0,192.0,121.0,262280.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,1,1,1.6094379124341003,9.379154445411636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1473.0,20.0,9135.0,7.0,5.0,2002.0,2003.0,810.0,1536.0,1.0,1536.0,0.0,0.0,1536.0,1.0,2.0,3.0,3.0,7.0,0.0,532.0,192.0,74.0,214000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,9.119868468812108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868.0,20.0,14115.0,6.0,7.0,1956.0,2004.0,296.0,1073.0,1.0,1811.0,0.0,0.0,1811.0,0.0,1.0,2.0,4.0,6.0,1.0,470.0,0.0,0.0,230000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0,1.9459101490553132,9.55499334068759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695.0,60.0,14154.0,7.0,5.0,2006.0,2006.0,0.0,1063.0,1.0,1071.0,1101.0,0.0,2172.0,0.0,2.0,3.0,3.0,9.0,1.0,947.0,192.0,62.0,280000.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.55775254863573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2244.0,20.0,6565.0,4.0,6.0,1957.0,1980.0,967.0,1073.0,1.0,1073.0,0.0,0.0,1073.0,1.0,1.0,3.0,2.0,6.0,0.0,720.0,0.0,444.0,140000.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1.791759469228055,8.789507786736896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169.0,60.0,7700.0,6.0,5.0,1966.0,1966.0,0.0,756.0,1.0,1051.0,788.0,0.0,1839.0,0.0,1.0,4.0,2.0,7.0,1.0,442.0,0.0,124.0,155000.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1.6094379124341003,8.948975607841776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2670.0,50.0,4761.0,3.0,3.0,1945.0,1950.0,0.0,1020.0,0.0,1020.0,0.0,0.0,1020.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,64500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0986122886681098,8.46821300919452,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.0,60.0,12361.0,6.0,7.0,1993.0,1993.0,860.0,946.0,1.0,964.0,838.0,0.0,1802.0,0.0,2.0,3.0,3.0,8.0,1.0,1017.0,450.0,92.0,218000.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1.9459101490553132,9.422301633887823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2137.0,80.0,9720.0,5.0,7.0,1977.0,1977.0,755.0,995.0,1.0,1009.0,0.0,0.0,1009.0,0.0,2.0,3.0,2.0,6.0,1.0,576.0,0.0,0.0,160000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1.9459101490553132,9.181940897454485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794.0,20.0,8640.0,8.0,5.0,2007.0,2007.0,24.0,1338.0,1.0,1338.0,0.0,0.0,1338.0,0.0,2.0,3.0,3.0,6.0,0.0,598.0,0.0,141.0,208900.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,9.064157861798101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1498.0,20.0,47007.0,5.0,7.0,1959.0,1996.0,0.0,0.0,1.0,3820.0,0.0,0.0,3820.0,0.0,3.0,5.0,4.0,11.0,2.0,624.0,0.0,372.0,284700.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1.9459101490553132,10.758051805772519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164.0,160.0,3180.0,7.0,5.0,2007.0,2007.0,0.0,689.0,1.0,703.0,689.0,0.0,1392.0,0.0,2.0,2.0,3.0,5.0,0.0,540.0,0.0,102.0,146000.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,8.064636475774222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1179.0,120.0,14963.0,8.0,5.0,1996.0,1996.0,786.0,1260.0,1.0,1288.0,0.0,0.0,1288.0,1.0,1.0,1.0,4.0,4.0,2.0,500.0,120.0,30.0,245500.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.61333576618342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1340.0,45.0,5000.0,6.0,7.0,1945.0,1950.0,0.0,992.0,1.0,1013.0,0.0,0.0,1013.0,0.0,1.0,3.0,2.0,6.0,0.0,160.0,0.0,0.0,113000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.9459101490553132,8.517193191416238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436.0,20.0,16870.0,8.0,5.0,2004.0,2005.0,1531.0,1782.0,1.0,1782.0,0.0,0.0,1782.0,1.0,2.0,3.0,3.0,7.0,2.0,932.0,99.0,82.0,296000.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.733292175540013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1636.0,20.0,14157.0,9.0,5.0,2005.0,2006.0,1249.0,1922.0,1.0,1922.0,0.0,0.0,1922.0,1.0,2.0,3.0,3.0,8.0,1.0,676.0,178.0,51.0,377426.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.557964480394498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421.0,20.0,12456.0,10.0,5.0,2006.0,2007.0,1172.0,1700.0,1.0,1718.0,0.0,0.0,1718.0,1.0,2.0,3.0,4.0,7.0,1.0,786.0,216.0,48.0,337500.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.429957713513835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457.0,20.0,14836.0,10.0,5.0,2004.0,2005.0,2146.0,2492.0,1.0,2492.0,0.0,0.0,2492.0,1.0,2.0,2.0,4.0,8.0,1.0,949.0,226.0,235.0,552000.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.604811938609481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2834.0,50.0,6956.0,4.0,7.0,1948.0,1950.0,0.0,624.0,1.0,624.0,312.0,0.0,936.0,0.0,1.0,3.0,2.0,5.0,0.0,265.0,0.0,0.0,97900.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.9459101490553132,8.847359875474174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517.0,20.0,7862.0,6.0,5.0,2009.0,2009.0,27.0,1218.0,1.0,1218.0,0.0,0.0,1218.0,0.0,2.0,2.0,3.0,4.0,0.0,676.0,0.0,102.0,208300.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,8.969796305981806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1566.0,60.0,11050.0,7.0,5.0,1996.0,1997.0,0.0,910.0,1.0,910.0,910.0,0.0,1820.0,0.0,2.0,3.0,3.0,8.0,1.0,816.0,318.0,32.0,213000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1.6094379124341003,9.3101857069459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1439.0,60.0,8924.0,7.0,5.0,1998.0,1999.0,0.0,880.0,1.0,880.0,844.0,0.0,1724.0,0.0,2.0,3.0,3.0,8.0,0.0,527.0,120.0,155.0,188000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1.6094379124341003,9.096499555552423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577.0,20.0,9610.0,6.0,6.0,1958.0,1958.0,203.0,1121.0,1.0,1336.0,0.0,0.0,1336.0,0.0,1.0,3.0,2.0,7.0,1.0,488.0,80.0,0.0,162000.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,1,1,1.791759469228055,9.170559501964338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2241.0,50.0,13710.0,5.0,5.0,1950.0,1950.0,420.0,910.0,1.0,910.0,648.0,0.0,1558.0,0.0,1.0,4.0,2.0,6.0,0.0,282.0,289.0,0.0,152000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1.6094379124341003,9.52588077255636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0,60.0,12552.0,7.0,5.0,2004.0,2005.0,222.0,991.0,1.0,991.0,956.0,0.0,1947.0,0.0,2.0,3.0,3.0,8.0,1.0,678.0,0.0,136.0,254900.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.437635294412868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1143.0,60.0,14565.0,7.0,5.0,1994.0,1995.0,537.0,832.0,1.0,832.0,825.0,0.0,1657.0,0.0,2.0,3.0,3.0,6.0,0.0,483.0,144.0,74.0,189000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,9.586376669393536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021.0,20.0,18559.0,7.0,5.0,1978.0,1978.0,1206.0,2048.0,1.0,2064.0,0.0,0.0,2064.0,1.0,2.0,3.0,3.0,7.0,2.0,550.0,200.0,0.0,235000.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,1.6094379124341003,9.828710125578304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1416.0,190.0,10880.0,5.0,5.0,1950.0,1950.0,1040.0,1164.0,0.0,1164.0,0.0,0.0,1164.0,1.0,1.0,3.0,2.0,5.0,0.0,240.0,0.0,48.0,125000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1.6094379124341003,9.294681520409934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
